LEA_NAME	ST	ADDRESS	WEBSITE_CCD	SY_STATUS	OPERATIONAL_SCHOOLS	LEA_TYPE	LEA_TYPE_TEXT	CHARTER_LEA_TEXT	AGCHRT	SURVYEAR
International Academy of Trenton Charter School	NJ	"720 Bellevue Avenue, Trenton, NJ 8618 "	www.iat.sabis.net	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
International Charter	RI	"334 Pleasant Street, Pawtucket, RI 2860 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
International Charter School	NJ	"105 Grand Street, Trenton, NJ 8611 "	Internationalcs.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
INTERNATIONAL CHARTER SCHOOL OF NEW YORK (THE)	NY	"47-55 WILLOUGHBY ST, BROOKLYN, NY 11201 "	www.icsnyc.org	3	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
International Commerce Secondary Schools  Inc.	AZ	"5201 North 7th Street, Phoenix, AZ 85014 "	www.humsci.org	1	2	7	Independent Charter District	A charter district which is not an LEA for any federal program.	1	2015
INTERNATIONAL LEADERSHIP CHARTER SCHOOL	NY	"2900 EXTERIOR ST-STE 1R, BRONX, NY 10463 "	www.ilchs.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
INTERNATIONAL LEADERSHIP OF TEXAS (ILT)	TX	"1820 N GLENVILLE DR STE 100, RICHARDSON, TX 75081 "		1	17	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
International Preparatory Academy - MacDowell Campus	MI	"4201 West Outer Drive, Detroit, MI 48221 "	www.ipa-sabis.net	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
INTERNATIONAL SCHOOL AT MESA DEL SOL	NM	"2660 EASTMAN CROSSING SE, ALBUQUERQUE, NM 87106 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
International School of Louisiana	LA	"1400 Camp Street, New Orleans, LA 70130 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
INTERNATIONAL SPANISH LANGUAGE ACAD	MN	"5959 SHADY OAK RD S, MINNETONKA, MN 55343 "	http://www.isla-academy.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
INTRDIST SCH FOR ARTS AND COM	CT	"3 GARVIN STREET, NEW LONDON, CT 6320 "		1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
Invest Collegiate	NC	"2045 Suttle Ave, Charlotte, NC 28208 "	http://www.investcollegiate.org	1	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
Invest Collegiate - Imagine	NC	"1000 Brevard Rd Ste 175, Asheville, NC 28806 "	http://www.investcollegiateimagine.org	1	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
Invictus High School	OH	"3120 Euclid Ave, Cleveland, OH 44115 "	www.invictushigh.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
INVICTUS PREPARATORY CHARTER SCHOOL	NY	"370 FOUNTAIN AVE-3RD FL, BROOKLYN, NY 11208 "	www.invictusprep.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL	NY	"108 COOPER ST, NEW YORK, NY 10034 "	www.inwoodacademy.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
Inyo County Career Technical Education	CA	"555 Clay St., Independence, CA 93526 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	N	2015
Inyo County Office of Education	CA	"555 S. Clay St., Independence, CA 93526 "	www.inyo.k12.ca.us	1	6	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Ione SD R2	OR	"445 Spring St, Ione, OR 97843 "	www.ione.k12.or.us	1	1	7	Independent Charter District	A charter district which is not an LEA for any federal program.	1	2015
Iredell Charter Academy	NC	"1163 Charlotte Hwy., Troutman, NC 28166 "	http://www.iredellcharter.org	3	1	7	Independent charter district	LEA for IDEA		2016
Iroquois Area Reg Del System	IL	"1001 E Grant Ste112B, Watseka, IL 60970 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Irvington Community School	IN	"6705 E Julian Ave, Indianapolis, IN 46219 "	www.ics-charter.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Island City Academy	MI	"6421 CLINTON RD, EATON RAPIDS, MI 48827 "	www.islandcity.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Island Montessori Charter	NC	"6339 Carolina Beach Rd, Wilmington, NC 28412 "	www.islandmontessoricharterschool.com	1	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
Island Union Elementary	CA	"7799 21st Ave., Lemoore, CA 93245 "	www.islandcardinals.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
iSUCCEED VIRTUAL HIGH SCHOOL	ID	"8950 W EMERALD ST STE 150, BOISE, ID 83709 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
ITASCA AREA SCHOOLS COLLABORATIVE	MN	"101 1ST AVENUE NE, DEER RIVER, MN 56636 "	http://www.iasc.k12.mn.us/	1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
ITINERIS EARLY COLLEGE HIGH	UT	"8714 Roy Del Circle, WEST JORDAN, UT 84088 "	http://www.iechs.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
IVY PREPARATORY ACADEMY	UT	"PRIVATE: 615 E 5900 S, MURRAY, UT 84107 "		7	0	7	Independent charter district	LEA for federal programs		2016
J PAUL TAYLOR ACADEMY	NM	"3900 DEL REY, LAS CRUCES, NM 88012 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Jackson Preparatory & Early College	MI	"2111 Emmons Rd, Jackson, MI 49201 "	www.jacksonpec.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Jackson/Perry Co Reg Del System	IL	"3764 St Route 13/127, Pinckneyville, IL 62274 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
JACKSONVILLE LIGHTHOUSE CHARTER	AR	"251 NORTH FIRST STREET, LITTLE ROCK, AR 72076 "	www.lighthouse-academies.org/jlcs.htm	1	4	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT	AR	"1414 W MAIN, JACKSONVILLE, AR 72076 "	http://#www.jnpsd.org/#	3	8	1	Regular public school district that is not a component of a supervisory union	Not a charter district		2016
Jacksonville SD 117	IL	"516 Jordan St, Jacksonville, IL 62650 "		1	11	1	Regular local school district that is NOT a component of a supervisory union	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	2	2015
Jaffrey-Rindge SAU Office	NH	"81 Fitzgerald Drive, Jaffrey, NH 3452 "		1	0	3	Supervisory union administrative center (or county superintendent's office serving the same purpose)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Jalen Rose Leadership Academy	MI	"15000 Trojan Street, Detroit, MI 48235 "	www.jrladetroit.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
JAMAA LEARNING CENTER	MO	"7220 N LINDBERGH SUITE 13, ST. LOUIS, MO 63042 "	jamaalearningcenter.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
James M. Singleton Charter School	LA	"2220 Oretha Castle Haley Boule, New Orleans, LA 70113 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
James Madison Preparatory School	AZ	"5815 S. McClintock, Tempe, AZ 85283 "	www.madisonprep.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
James Sandoval Preparatory High School	AZ	"3830 North 67th Avenue, Phoenix, AZ 85033 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Jamestown Elementary	CA	"18299 Fifth Ave., Jamestown, CA 95327 "	www.jamestown.k12.ca.us	1	3	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Jamul-Dulzura Union Elementary	CA	"14581 Lyons Valley Rd., Jamul, CA 91935 "	www.jdusd.net	1	4	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
JANE GOODALL ENVIRONMENTAL SCIENCE	MN	"8046 83RD STREET NW, MAPLE LAKE, MN 55358 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Janesville School District	WI	"527 S Franklin St, Janesville, WI 53548 "	www.janesville.k12.wi.us	1	23	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
JCFA-East	LA	"475 Manhattan Blvd, Harvey, LA 70058 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
JEAN MASSIEU ACADEMY	TX	"823 N CENTER ST, ARLINGTON, TX 76011 "	www.jeanmassieu.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
JEFFERSON ACADEMY	UT	"1425 S ANGEL ST, KAYSVILLE, UT 84037 "	http://jeffersonacademy.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Jefferson County ESC	OH	"2023 Sunset Blvd, Steubenville, OH 43952 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Jefferson County School District No. R-1	CO	"1829 DENVER WEST DR.  BLDG #27, GOLDEN, CO 80401 "	http://www.jeffcopublicschools.org/	1	167	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Jefferson Elementary	CA	"101 Lincoln Ave., Daly City, CA 94015 "	www.jsd.k12.ca.us	1	15	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Jefferson ESD	OR	"295 SE Buff St, Madras, OR 97741 "	www.jcesd.k12.or.us	1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Jefferson International Academy	MI	"60 S Lynn Ave, Waterford, MI 48328 "	www.jeffersoninternationalacademy.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Jefferson Parish	LA	"1901 Manhattan Suite A201, Harvey, LA 70058 "		1	85	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
JEFFERSON R-1	CO	"1829 Denver West Dr Bldg.#27, Golden, CO 80401 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Jefferson Union High	CA	"699 Serramonte Blvd. Ste.100, Daly City, CA 94015 "	www.juhsd.net	1	6	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
JEMEZ MOUNTAIN PUBLIC SCHOOLS	NM	"9935 US 550, CUBA, NM 87013 "		1	5	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
JEMEZ VALLEY PUBLIC SCHOOLS	NM	"8501 HIGHWAY 4, JEMEZ PUEBLO, NM 87024 "		1	4	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
JENNINGS COMMUNITY LEARNING CENTER	MN	"2455 UNIVERSITY AVE W, SAINT PAUL, MN 55114 "	http://www.jenningsclc.org/	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Jersey City Community Charter School	NJ	"128 Danforth Avenue, Jersey City, NJ 7305 "	www.jcccsonline.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Jersey City Global Charter School	NJ	"255 Congress Street, Jersey City, NJ 7307 "	www.jcgcs.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Jersey City Golden Door Charter School	NJ	"3044 Kennedy Blvd, Jersey City, NJ 7306 "	www.goldendoorschool.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Jo Daviess Carroll CTE Academy	IL	"950 US Highway 20 W, Elizabeth, IL 61028 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
JOEL E. SMILOW PREP	MS	"787 E. NORTHSIDE DRIVE, Jackson, MS 39206 "	http://www.SMILOWPREP.ORG	3	1	7	Independent charter district	LEA for federal programs		2016
John B Stetson Charter School	PA	"3400 B Street, Philadelphia, PA 19134 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
John Dibert Community School	LA	"4217 Orleans Avenue, New Orleans, LA 70119 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
JOHN H WOOD JR PUBLIC CHARTER DISTRICT	TX	"10325 BANDERA RD, SAN ANTONIO, TX 78250 "		1	9	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
JOHN HANCOCK CHARTER SCHOOL	UT	"125 N 100 E, PLEASANT GROVE, UT 84062 "	http://www.johnhancockcs.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
John McDonogh High School	LA	"2426 Esplanade Avenue, New Orleans, LA 70119 "		3	0	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	N	2015
John P Holland Charter School	NJ	"190 Oliver Street, Paterson, NJ 7501 "	www.jphcs.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL	NY	"17 BATTERY PL, NEW YORK, NY 10004 "	www.jvlwildcat.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
JOHN W LAVELLE PREPARATORY CHARTER SCHOOL	NY	"1 CORPORATE COMMONS-1 TELEPORT, STATEN ISLAND, NY 10311 "	www.lavelleprep.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
JOHN W REX CHARTER ELEMENTARY	OK	"500 West Sheridan, Oklahoma City, OK 73102 "	www.johnrexschool.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
JOINT SCHOOL DISTRICT NO. 2	ID	"1303 E CENTRAL DR, MERIDIAN, ID 83642 "		1	58	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
JONESBORO SCHOOL DISTRICT	AR	"2506 SOUTHWEST SQUARE, JONESBORO, AR 72401 "	www.jps.k12.ar.us	1	11	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Joseph A. Craig Charter School	LA	"1423 St. Phillip Street, New Orleans, LA 70116 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Joseph K. Lumsden Bahweting Anishnabe Academy	MI	"1301 MARQUETTE AVE, SAULT SAINTE MARIE, MI 49783 "	www.jklschool.org/jklschool/site/default.asp	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Joseph S. Clark Preparatory High School	LA	"1301 North Derbigny Street, New Orleans, LA 70116 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Joseph SD 6	OR	"400 Wm E Williams Ave, Joseph, OR 97846 "	www.staff.josephcharter.org	1	2	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Joshua Academy	IN	"1230 E Illinois St, Evansville, IN 47711 "	www.joshuaacademy.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Joy Preparatory Academy	MI	"15055 DEXTER Blvd., DETROIT, MI 48238 "	www.joyprep.com/index.htm	1	2	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
JS Clark Leadership Academy	LA	"1203 South Union Street, Opelousas, LA 70570 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
JUBILEE ACADEMIC CENTER	TX	"4434 ROLAND, SAN ANTONIO, TX 78222 "		1	8	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Julian Union Elementary	CA	"1704 Cape Horn, Julian, CA 92036 "	www.sdcoe.k12.ca.us/districts/julianel	1	5	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
JUMOKE ACADEMY DISTRICT	CT	"250 BLUE HILLS AVENUE, HARTFORD, CT 6112 "		1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
Juneau Borough School District	AK	"1208 Glacier Ave., Juneau, AK 99801 "	www.juneauschools.org	1	15	1	Regular local school district that is NOT a component of a supervisory union	State does not have charters or state does not permit charter LEAs	2	2015
Juniper Tree Academy	AZ	"2363 South Kennedy Lane, Yuma, AZ 85365 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KAIROS ACADEMY	UT	"1325 West 2200 South Suite A, WEST VALLEY CITY, UT 84119 "	http://kairosacademy.org/	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kaizen Education Foundation dba Advance U	AZ	"7878 N. 16th Street, Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kaizen Education Foundation dba Discover U Elementary School	AZ	"7878 North 16th Street, Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kaizen Education Foundation dba El Dorado High School	AZ	"7878 N. 16th St., Phoenix, AZ 85020 "		1	2	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kaizen Education Foundation dba Gilbert Arts Academy	AZ	"7878 N. 16th Street, Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kaizen Education Foundation dba Havasu Preparatory Academy	AZ	"3155 Maricopa Avenue, Lake Havasu City, AZ 86406 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kaizen Education Foundation dba Liberty Arts Academy	AZ	"7878 N. 16th Street, Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kaizen Education Foundation dba Maya High School	AZ	"7878 N. 16th St., Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kaizen Education Foundation dba Mission Heights Preparatory	AZ	"1376 East Cottonwood Avenue, Casa Grande, AZ 85122 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kaizen Education Foundation dba Skyview High School	AZ	"7820 E Wrightstown Rd., Tucson, AZ 85715 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kaizen Education Foundation dba South Pointe Elementary Scho	AZ	"7878 N. 16th St., Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kaizen Education Foundation dba South Pointe Junior High Sch	AZ	"217 E. Olympic Drive, Phoenix, AZ 85042 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kaizen Education Foundation dba Summit High School	AZ	"7878 N. 16th Street, Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kaizen Education Foundation dba Tempe Accelerated High Schoo	AZ	"7878 N. 16th Street, Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kaizen Education Foundation dba Vista Grove Preparatory  1	AZ	"7878 N. 16th St., Phoenix, AZ 85020 "	http://www.leaonagroup.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kaizen Education Foundation dba Vista Grove Preparatory  2	AZ	"7878 N 16th Street, Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kalamazoo Covenant Academy	MI	"400 W. Crosstown Parkway, Kalamazoo, MI 49001 "		3	1	7	Independent charter district	LEA for federal programs		2016
KALEIDOSCOPE CHARTER SCHOOL	MN	"7525 KALLAND AVE NE, OTSEGO, MN 55301 "	http://www.kcsmn.org	1	2	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kankakee Area Career Center	IL	"4083 N 1000w Rd, Bourbonnais, IL 60914 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Kankakee Area Reg Voc Ed System	IL	"PO Box 570, Bourbonnais, IL 60914 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Kannapolis Charter Academy	NC	"1911 Concord Lake Rd, Kannapolis, NC 28083 "	http://www.kannapolischarter.org	3	1	7	Independent charter district	LEA for IDEA		2016
KARL G MAESER PREPARATORY ACADEMY	UT	"320 W 600 S, LINDON, UT 84042 "	http://www.maeserprep.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KATHERINE ANNE PORTER SCHOOL	TX	"515 FM 2325, WIMBERLEY, TX 78676 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KATO PUBLIC CHARTER SCHOOL	MN	"110 N 6TH ST, MANKATO, MN 56001 "	http://www.katopcs.org/	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
KAUFFMAN LEADERSHIP ACADEMY	TX	"1108 N ANGLIN, CLEBURNE, TX 76031 "		3	1	7	Independent charter district	LEA for federal programs		2016
Kaukauna Area School District	WI	"1701 County Road CE, Kaukauna, WI 54130 "	www.kaukauna.k12.wi.us	1	7	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Kearsarge Regional SAU Office	NH	"114 Cougar Court, New London, NH 3257 "		1	0	3	Supervisory union administrative center (or county superintendent's office serving the same purpose)	State has charter LEAs but this LEA is not a charter LEA	N	2015
KEC  Area Voc Center	IL	"21255 Malta Rd, Malta, IL 60150 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Keene SAU Office	NH	"193 Maple Avenue, Keene, NH 3431 "		1	0	3	Supervisory union administrative center (or county superintendent's office serving the same purpose)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Kelseyville Unified	CA	"4410 Konocti Rd., Kelseyville, CA 95451 "	www.kvusd.org	1	7	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Kenai Peninsula Borough School District	AK	"148 N. Binkley St., Soldotna, AK 99669 "	www.kpbsd.k12.ak.us	1	43	1	Regular local school district that is NOT a component of a supervisory union	State does not have charters or state does not permit charter LEAs	2	2015
Kenilworth Science and Technology Charter School	LA	"7600 Boone Drive, Baton Rouge, LA 70808 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kennedy Charter	NC	"100 Beatties Ford Rd, Charlotte, NC 28208 "	www.kennedycharter.org	1	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
Kenosha School District	WI	"3600 52nd St, Kenosha, WI 53144 "	www.kusd.edu	1	42	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Kensington Woods Schools	MI	"9501 Pettys Road, Lakeland, MI 48143 "	www.kwoods.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Kent ISD	MI	"2930 KNAPP ST NE, GRAND RAPIDS, MI 49525 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Kern County Office of Education	CA	"1300 17th St. City Centre, Bakersfield, CA 93301 "	www.kern.org	1	6	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Kern High	CA	"5801 Sundale Ave., Bakersfield, CA 93309 "	www.kernhigh.org	1	24	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Kestrel Heights School	NC	"4700 S Alston Ave, Durham, NC 27713 "	www.kestrelheights.org/	1	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
Kestrel Schools  Inc.	AZ	"325 N. Washington Ave., Prescott, AZ 86301 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Ketchikan Gateway Borough School District	AK	"2610 Fourth Avenue, Ketchikan, AK 99901 "	www.kgbsd.org	1	10	1	Regular local school district that is NOT a component of a supervisory union	State does not have charters or state does not permit charter LEAs	2	2015
Kettle Moraine School District	WI	"563 A J Allen Cir, Wales, WI 53183 "	www.kmsd.edu	1	11	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Kewaskum School District	WI	"1675 Reigle Dr, Kewaskum, WI 53040 "	www.kewaskumschools.org	1	5	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Keyes Union	CA	"5680 Seventh St., Keyes, CA 95328 "		1	3	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Keys Grace Academy	MI	"27321 Hampden, Madison Heights, MI 48071 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Keystone Academy	MI	"47925 BEMIS RD, BELLEVILLE, MI 48111 "	http://keystone.heritageacademies.com/	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Keystone Academy Charter School	PA	"6649 Tulip Street, Philadelphia, PA 19135 "	http://www.keystoneacademycs.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
Keystone AEA	IA	"1400 2nd St NW, Elkader, IA 52043 "	www.aea1.k12.ia.us	1	0	4	Regional Education Service Agency (RESA)	State does not have charters or state does not permit charter LEAs	N	2015
